,user_id,session_id,session_timestamp,completed_seconds,year_of_birth,gender,handedness,total_session_count,total_musing_time,bird_count,recovery_count,seconds_calm,active_days,avg_sess_per_month
2274,22e0c161c32742c7b0bd37148973bf27,7cdebf8512884167a9eb988d71b13bfe,1512598773,420,1994,female,right,48,22110,42,2,295.0,168.83986111111108,8.52879166402747
2275,22e0c161c32742c7b0bd37148973bf27,d88d1887640b4320b67faf91828ab53b,1517656440,600,1994,female,right,48,22110,36,6,356.0,168.83986111111108,8.52879166402747
2276,e596e2caeb294c4284033c2402c556f5,6542cc23c5d8424cae602bc718abac35,1530568619,900,1969,male,right,75,39765,39,52,379.0,99.42512731481482,22.63009423036202
2277,7c5cd71d78b34e5183c19b8296d986f7,5c7c464258d741e39199be2dfeb2ae31,1532987975,600,1961,male,left,56,28620,49,9,383.0,89.96907407407406,18.67308313762136
2278,cf5040a63af5435aa05ada8dd398c531,21bbed9d105142899d145948ceb06b9b,1526999319,900,1983,male,right,61,37320,13,55,221.0,202.7476851851852,9.025997008688503
2279,309a46a4f64147f592945aed9a499bf4,7f060da16aa54669a0514340e1cf7605,1497816845,600,1979,male,right,53,52892,20,11,268.0,171.15907407407408,9.289603888087647
2280,6326f17533364de18bd0282092ec4d40,6e7a0dc1a0b44e74b78364b721131c61,1491063729,1200,1961,male,right,81,49359,57,23,446.0,117.9105324074074,20.608845964699775
2281,3779baf9a1f84f8c8b2e9531354855ec,669f8152e38c4618b321262c1484941b,1508524415,720,1974,male,right,50,30062,43,3,438.0,93.32686342592592,16.072542727106207
2282,98cfd06f2ee34ddb9d9f16ff86a6ac4c,ed261bfefc7840a0a626db0f9033d008,1516227561,600,1972,male,right,67,36412,2,37,72.0,200.14247685185185,10.042845634851561
2283,2a357e124f9b468a86c24bfdadf60e23,88009b6cdc3d4d919026681579d957c0,1534751210,600,1968,male,right,37,21155,43,1,392.0,92.00276620370371,12.064854632113393
2284,fbfa9ab63ae14068b3475ba3d57be5a1,fad753124ce04c84b1a1a94fea025056,1536130522,720,1940,male,right,51,29160,8,3,215.0,46.571585648148144,32.852649930351646
2285,1f805f80c0894ad1aafcc1ffa6f54276,c9aa98eebf1a4a95b5f536f722720f73,1534889575,1200,1985,female,mostly_right,48,53280,3,112,81.0,55.47271990740741,25.95870551153042
2286,75772408bae94825bcee4a6bda71d81b,d7754471c0754361b8179704c2b18d7b,1498466638,420,1947,male,right,72,29356,0,41,26.0,128.75232638888892,16.776395895759162
2287,4bd5a0fc62af4605bf3d6d1fa019d038,65f95f3488f244249305f36006109bdf,1511594093,720,1964,male,right,37,21660,24,36,268.0,56.749652777777776,19.559591040082235
2288,32a4d1077a7b4080b920f83f163c775b,9e384b2869604ba89dcf9a3b59d32ff0,1491316582,420,1986,male,right,43,18507,53,2,342.0,134.4942824074074,9.591485800804216
2289,f1c0ff5ee29641e9b44920d2f9483b2d,c6d8d97c6f344717a9c458bb2a38d582,1529602859,353,1953,male,mostly_right,44,52775,8,15,87.0,47.04452546296297,28.05852513145668
2290,1d0cd94449064666a8c373b58ea300e8,aa2a92f25ee14aafb28e2a6a21d0b30d,1519550097,1320,1964,male,right,57,35460,6,107,146.0,55.399363425925934,30.866780667731465
2291,36ebedbec9704e5aa2b0c57344e4aa68,8d4ac47d0a4542dd94ae9ec18f8050bb,1534203937,720,1962,male,mostly_right,57,31449,12,16,235.0,42.960891203703696,39.80364354854396
2292,3ffef1ae3f734fd297a73d1ec388b5c7,9684c872a2cc4b29b58e97724a5aec33,1532733090,900,1982,female,mostly_right,49,43141,78,3,615.0,59.98697916666666,24.505317994356407
2293,06b9a08e5f9240d2ae51760fcef6e561,bb04dfcc699d4aa2a6d1953b30c1f394,1506665402,600,1968,male,mostly_right,91,48570,68,2,451.0,87.94626157407406,31.04168330908092
2294,9427b1a4d22f4f3faf3953604379d7a5,1bfa8032ab5740539c0eb8a8ba2a6a8e,1526567387,600,1978,male,ambidextrous,83,41157,29,19,278.0,127.2282175925926,19.571130108679377
2295,0a691c69cf684eccb6444386b3a977d2,5247cb32a73d455d8ea99a4a92298ec2,1471631625,420,1947,male,right,79,27030,17,3,184.0,98.34324074074074,24.099266834697445
2296,5db1dbbdb3f34f33847a2268b1d4e8b7,7db3bed0ed344dbd872d4084f5648b31,1496997001,420,1985,male,right,71,24977,31,1,272.0,152.0265625,14.010709477167847
2297,dba9b5aac0764a36bd2462e7fba19ce2,5bdfa77314ca4785ab9fd8ea39d6903a,1532213729,1200,1975,male,right,59,41024,68,34,609.0,45.26607638888889,39.10212992161318
2298,13812654539f451fb090970acb6cf28f,2d9c9d28f59d46729a6438d2b079e307,1487712990,420,1972,male,right,99,34888,17,2,219.0,74.83695601851852,39.686274776663396
2299,1eea12ef3e7d436f86d88d9ce3dc96f5,39020b592552432585a2f66da7b117eb,1483913912,420,1961,female,left,65,42351,20,12,218.0,84.41400462962962,23.10043231044085
2300,719f6a07eff34d52afb97060cfeec4b9,2c91b2af3f3d4a8e8cbf7fcaafecb212,1502833921,1200,1968,male,right,52,40750,61,0,689.0,106.46203703703705,14.653110568016768
2301,49ccfcfa6def4f95a5827d8624c1646a,14c081d9a63f4319be1cb9cde1cc92fe,1500821876,600,1980,male,right,52,28664,3,26,99.0,137.9980324074074,11.30450900484189
2302,719f6a07eff34d52afb97060cfeec4b9,047cca9dca704ace97882a383e4ee201,1497524094,381,1968,male,right,52,40750,2,2,88.0,106.46203703703705,14.653110568016768
2303,4c006a35e44f4e1bbc5123c74d294201,f76e68f657fc49a8b3f60313cffbd4e6,1521744100,1500,1984,male,left,51,41799,2,128,125.0,182.0348611111111,8.40498347767636
2305,557732908d9446b09745f8090c75fd8a,1368d9f73bbc4228b21f52ca2d309f93,1534184532,600,1954,male,right,37,18840,9,11,196.0,65.4440625,16.96104975145759
2306,7c5cd71d78b34e5183c19b8296d986f7,23c8b7cc66b7482e87e6bb96bb7fdbeb,1536786101,960,1961,male,left,56,28620,66,22,554.0,89.96907407407406,18.67308313762136
2307,a4d220d8b573492895f8dd4827b5b5eb,598837b7af134ca5bf595432b219bbe6,1491951591,720,1985,male,right,54,20025,4,53,93.0,183.7769560185185,8.81503337032505
2308,c8a1dfa4f9904ceca495f008bb2ecd16,20f289cf54f1429bbfa71aecec607384,1530677632,420,1957,male,right,89,33663,3,21,117.0,254.01266203703705,10.51128703029258
2309,6b9c2507d9ca4c8ea53d2b865c6e1a91,7156c436793a4dc7b5eff7f3d93f9119,1535015375,900,1952,male,right,73,55662,16,70,286.0,36.29149305555556,60.344720363185814
2310,29690e3dfb5c42e38f5dc6b37dd89c14,e1796b68b51645b7998d1d21fd6d8d97,1506721438,1200,1954,female,right,55,37408,0,75,11.0,174.9775115740741,9.429783205606384
2311,60e42d3ef1e04cdaaa5e658dac4fd0a9,f9eae378e56b46fca5d19b02e92cd6eb,1535994813,600,1985,female,mostly_left,96,43712,15,21,204.0,294.6316898148148,9.774915935927224
2312,22e0c161c32742c7b0bd37148973bf27,bff2f2f1aee04b97957c19a9bcb40a24,1519288488,600,1994,female,right,48,22110,24,21,264.0,168.83986111111108,8.52879166402747
2313,540f39b0082b427ea547cd860c29a5c8,0c5c4c36c669403cbaa183a4b9ecf94a,1487363800,1200,1990,female,right,64,25750,1,86,76.0,53.95092592592592,35.587897094410216
2314,792662aba2044d52907c663188018ef4,a6d7001ab80f4a629f15540572ad85ff,1514056596,420,1981,male,ambidextrous,77,29487,4,23,90.0,270.1785185185185,8.549902533578623
2315,1f1ebe96c16642baaca8a84b5ba2258e,7e7e8ad53e564d59b71877aedf8d8854,1528160773,420,1989,male,right,86,29466,18,21,163.0,298.18751157407405,8.652273820525481
2316,7cbba44be0e14e4c9d395f2f5664f8bd,dd30aad491924aa7b25bbb6505265c52,1527536464,900,1970,male,right,80,37095,8,15,155.0,144.72700231481483,16.582945556900597
2317,49ccfcfa6def4f95a5827d8624c1646a,ec72e4dc3e1d444a8c3835963f9c5cda,1500128915,1200,1980,male,right,52,28664,6,46,217.0,137.9980324074074,11.30450900484189
2318,904f5d34dc67435da6a3d905eba870b6,29dbd46cc0934e39b39ed2aaabcffa51,1532180904,1200,1986,female,right,63,46136,44,29,573.0,219.11121527777775,8.625756548353568
2319,1eea12ef3e7d436f86d88d9ce3dc96f5,0c7b3461655f4d50b63f868421007b71,1486126730,1800,1961,female,left,65,42351,3,155,58.0,84.41400462962962,23.10043231044085
2320,e9cd0302b62d4e459fa8965d0fb35b78,8ad6c6a29e384fa48da0d79d659ef41e,1501958536,1184,1978,female,right,54,37952,40,72,512.0,142.07972222222222,11.402049318946524
2321,356f9fac6e244b41bddb823b4d1a32c6,a29e09d122844e6a866e3e7900578771,1515798075,720,1975,male,ambidextrous,97,38520,93,4,582.0,72.39049768518518,40.19864613523074
2322,939d7692a38d4a9c8c576eb30a7ed1e1,ecb621caa9d14b59b1ab9009614fbcf9,1518544337,600,1965,male,right,44,23820,0,40,31.0,66.25443287037037,19.923195215973497
2323,294697e2602f429abe743c1b7c38f84c,4d2b069682f24d25a9506f022da0bd0c,1487434217,1200,1973,male,right,53,63204,168,1,1002.0,72.9496875,21.795843882127663
2324,a3b52131f39c4f1b96b62119444d9b88,12de5d4c957844bf8bcc323aad7c6cb0,1526111418,504,1974,male,right,61,30569,64,5,398.0,142.02443287037036,12.88510690037602
2325,b767499a7bcb4415aacfd646a79c79fc,8091c3b6c40e4a0db03556431127113e,1511906820,600,1964,male,right,64,22230,3,30,55.0,182.4875462962963,10.521265910839679
2326,a0b1dcf737ee4ae3b464dba1dbef6c4e,a252c4ccaec041eb9aaad0b4754b1e5b,1533020001,900,1955,female,right,91,77249,101,2,698.0,187.01467592592599,14.597784834176956
2327,1e616aca5a434671bc3900815c43bf99,8f664311ba1a4bb39b9d3cc96d6b05c7,1537540353,1200,1947,female,right,54,57105,4,99,161.0,44.8343287037037,36.1330267863735
2328,a1f75497150d4a6e9fc7523e814f987e,fa2344b7c09a4eec9492abb45c784bfb,1527027974,983,1988,male,right,96,32435,83,28,624.0,165.13048611111108,17.440752872623037
2329,4d3df1bc200b48e4b0934779a523a229,1346a9b72c8c422eb98382a6a5673964,1510133134,720,1967,male,right,48,39219,2,57,100.0,134.46793981481483,10.708872330334831
2330,7d289f1291bd4fa68baca1a8beccaa46,089c9491d8b74ca6b11dc4c23f8b7e2c,1534237522,900,1967,female,right,51,32955,2,89,88.0,48.450081018518524,31.578894561914268
2332,4c006a35e44f4e1bbc5123c74d294201,e8170b9cd82d48d789dc5d1a9508b2b5,1518967759,1500,1984,male,left,51,41799,51,53,571.0,182.0348611111111,8.40498347767636
2333,7d289f1291bd4fa68baca1a8beccaa46,0ebeee19c7cc46af83b2e722a3f347e7,1533116055,600,1967,female,right,51,32955,13,27,209.0,48.450081018518524,31.578894561914268
2334,bacc8fa63fb4481698420eb5792ebe34,3515b1e0edd34223ae0f4eda0e2a6183,1536312709,720,1976,male,right,44,23148,2,32,137.0,43.023773148148145,30.680712160105287
2335,4bd5a0fc62af4605bf3d6d1fa019d038,3f00e4ad951f40c4a3516aa57458682c,1511199558,420,1964,male,right,37,21660,25,6,238.0,56.749652777777776,19.559591040082235
2336,24c583b99401404cb191d7ab48185925,f5dd2578e32746eea1d5a298173cf946,1496686411,420,1961,male,right,98,32160,45,4,308.0,292.701412037037,10.044365620033243
2337,7b4cccee056c435ea588c8fadb5006ce,1ad55072782a4ace82e5125414f36b48,1515270932,600,1986,female,right,81,28304,41,5,374.0,126.93943287037035,19.14298768359473
2338,803103db0ed54a8faed6940d2dea9da0,f75d417dc87d46de96b56734deff3b93,1517555364,600,1985,male,mostly_right,41,19812,3,37,85.0,92.58600694444445,13.284944891705425
2339,a4d220d8b573492895f8dd4827b5b5eb,67ffa78e445144599b24877b0d95dc2e,1491779824,420,1985,male,right,54,20025,0,36,18.0,183.7769560185185,8.81503337032505
2340,6b59a4239fd44ed291f2ff9ce37b2350,2a8c8a1f0eaf4513a09d7f1feba9940f,1531888154,334,1979,male,mostly_right,48,22183,15,3,176.0,52.50943287037037,27.42364412037961
2341,c992b9fe744243bbb60db0a4fccf9e9c,4e93535ee36f428d866cbcbf52f6837f,1530860450,900,1987,female,mostly_right,42,30284,6,37,184.0,123.44761574074074,10.206758489740269
2342,29690e3dfb5c42e38f5dc6b37dd89c14,7ec84896de0c4c6481a70a389380acfe,1501690812,600,1954,female,right,55,37408,1,26,58.0,174.9775115740741,9.429783205606384
2343,540f39b0082b427ea547cd860c29a5c8,fb3641e050614ff9ac282a2792a28847,1484344923,420,1990,female,right,64,25750,37,8,288.0,53.95092592592592,35.587897094410216
2344,dbd81f14bc9d4c8488fca1a4e484083a,6ba3a31036da43c8a764e6adc96f0d34,1483560579,695,1971,male,right,45,28478,44,34,334.0,52.916377314814824,25.511950524663852
2345,cf5040a63af5435aa05ada8dd398c531,f66dbb2f943540a08095526c399f6d84,1528128567,900,1983,male,right,61,37320,5,53,128.0,202.7476851851852,9.025997008688503
2347,b6f09286318948f4a9a79220de8eb98f,d16bf1aa2f354a52b38cca1c6a3f7051,1500964170,720,1953,female,right,52,26421,31,26,260.0,63.180127314814825,24.69130826892466
2348,3e93c0a9d3f544c9b216dd17ee5cb002,aa03839883544656b3513c91fa3eddd6,1515959451,420,1949,female,right,57,21240,14,6,206.0,81.50314814814814,20.98078465498947
2349,f5cb51d03d934a13886b4218ff667e39,88bd60d2a8684d1cbac47b34ba7dba7f,1487969397,1200,1976,male,right,78,65039,59,20,448.0,192.44273148148147,12.15946158104275
2350,a087d4cc8c584404a7137cd16de94831,6d10f6a48fac4e40820619c7e1ce36ac,1529857909,1200,1974,female,left,44,33801,1,83,147.0,77.03179398148148,17.135781626964697
2351,7dd84211915443ca9b5052709c0f986c,45528492b1224b8382c1603d1386c8d2,1513235004,600,1983,female,right,52,21339,4,34,107.0,82.0506712962963,19.012641522049524
2352,cc6f2aeae3c4450e85a8ebc7f71190ef,19028729aeea4812a68449aac7b73b59,1517386709,420,1976,male,right,94,33469,74,1,399.0,229.73123842592597,12.275213503057294
2353,425b0778103f48f2b430ede350880fe2,6032479db3ee4dd1b8cb23acf173699a,1507421143,1200,1951,female,right,47,34593,126,14,856.0,72.10357638888887,19.555201983258073
2354,fc664f0ee0da4839bfac79b84a91b4c8,450d03f2cb05482d8e32541e590b621e,1536308348,420,1974,male,mostly_right,51,19020,45,2,302.0,51.253622685185185,29.851548433907
2355,0e630a7b76d3409499df1ddbf3d2f6b9,5c0c60dcebf540dcb4d7a710c17fb75f,1522657038,420,1980,male,right,59,18480,0,40,16.0,46.620856481481475,37.965840475347576
2356,2d9b7b83c0984510b9c2880dec12f9bd,60a7a7d932b6450fbfd5252b38a3b33c,1495367281,720,1992,male,right,46,28196,5,23,58.0,139.01597222222222,9.926916871062977
2357,5d31f71868514a96bbf2ed429321188b,0f8c6b1ef018417a8291d17ebb35850a,1530996515,900,1958,male,right,74,30352,165,2,861.0,150.93208333333334,14.708602379105391
2358,a33acb6f1a6c491dabea948e58680a5f,04f2debcbbbd4d949080a156ae1ca63f,1524691083,600,1950,female,right,65,20538,58,3,424.0,98.69466435185187,19.75790700344391
2359,872a80fb1a254f6b8ecbddbb404783a3,50cdd4140738456b80eda750bad85bf0,1487540216,720,1980,male,right,51,21116,23,9,313.0,63.649050925925934,24.03806463321185
2360,6c98e68ef66a4457866c5632bbdf6698,a626feecbb7e4f7e8a18f037bb731179,1525568521,1200,1965,male,right,68,35903,11,78,221.0,146.7286574074074,13.903214518863395
2361,a3b52131f39c4f1b96b62119444d9b88,e266a436befb4fcb8863b2301178f854,1527748450,900,1974,male,right,61,30569,72,2,595.0,142.02443287037036,12.88510690037602
2362,78a036691ff04cf5bda1780295aa7279,ac21654a312f4567819edd334bbcaaae,1532947085,600,1988,male,right,53,30928,27,19,253.0,107.1150925925926,14.843846572093186
2363,b25cea3393ec43fcbedf3982151558cd,017818d4d9884ec99187c66e17d5785c,1518644948,900,1977,male,right,74,24389,21,40,287.0,168.90236111111108,13.143688373542574
2364,b8485e425eac4667bfd26e23445335af,8f7cf0d8e8ac4576999ade22d5320e99,1524938779,1200,1990,male,right,83,49485,113,10,798.0,308.6473148148148,8.06746043293451
2365,e663ba060a9a4439a76b0376f4255e25,1fb5fde265ec4f8e9937d281a6b267f4,1515412674,900,1978,male,right,66,48692,30,10,404.0,107.43862268518518,18.429126793646287
2366,b9887b330aa943dc9d00f23a15ba363c,12debdbdfb324add9ad82c9dd67e3f06,1536048251,1200,1988,male,right,57,35089,35,48,484.0,101.22925925925928,16.89234923294758
2367,0b57782f97724743a3b3840beff699ec,5c3af55b11d3476ab5b4452b5fb9bbe4,1522793929,360,1973,male,mostly_right,84,21915,35,6,259.0,286.55193287037036,8.794217420756299
2368,6bd5d8df122540558a76a36cb9738202,1709bb438a804d82ac2b11602608f8fa,1532384670,600,1988,female,right,70,31300,40,7,368.0,80.89730324074074,25.9588381302483
2369,cf5040a63af5435aa05ada8dd398c531,ebc68b702ae44bb7aa4a56c6e2196a0b,1526506455,900,1983,male,right,61,37320,45,22,449.0,202.7476851851852,9.025997008688503
2370,9c6f8f2116fb4c65b01d5bf661f536a5,c4669dde9fcb4ad2aeb65ca808caadda,1523857695,420,1975,male,right,52,23883,43,0,311.0,113.75684027777778,13.713461064765033
2371,29690e3dfb5c42e38f5dc6b37dd89c14,b075406a07a348b094257c329812f243,1503647609,900,1954,female,right,55,37408,130,0,797.0,174.9775115740741,9.429783205606384
2372,8cf850fe17f243418b27110c22a42785,7e14baa4999244999ab49b66a02724dd,1534612556,720,1975,male,right,60,28462,46,6,417.0,44.04744212962963,40.86502899992879
2373,30f530d7ed984f2e989f9351eb0da69f,61ae28d6ed76484a85c643580b499ef4,1526735269,900,1953,male,right,87,47467,50,22,443.0,128.91523148148147,20.245862106487575
2374,45c4be21f3f74c33b9fedf79ed33104b,ae8937ae980f4037a0ed246f8db70291,1521911851,1800,1967,male,right,90,93559,145,10,1202.0,179.09495370370368,15.075801658079682
2375,63f094368d2d477abaf97ba47975df5d,08711c9f0e4d4abca19cac4e18f0236b,1536048475,900,1972,male,right,46,34309,29,4,403.0,95.73913194444445,14.414168710039975
2376,99b9455af63b47b0ae33e0350f617218,0641a5d5e3674f6cbc8792ffabc23b93,1505084203,720,1959,female,right,80,38763,23,20,276.0,267.5892939814815,8.968968691871849
2377,92105598581b49558d115545aee7a1ad,cb0bf453a1644e0fa17af2ae62e84ead,1495904958,420,1963,female,right,71,30465,14,10,169.0,164.0957523148148,12.980226300517714
2378,9488d5f61a464901b1056021b13fd252,1ff0dee50ff5421a8cabfbd31bd481fa,1534334226,600,1965,male,right,73,48270,6,29,97.0,46.73699074074074,46.8579590874466
2379,6be976c1d56443609fd840c4afdfd852,fdaf5d9a5cd54d40b72e65bf170a3d50,1492850044,834,1968,male,right,94,51708,28,22,353.0,243.63020833333331,11.574919297945574
2380,803103db0ed54a8faed6940d2dea9da0,aa5d76cab82646df85aa5385593b8aa1,1515657531,600,1985,male,mostly_right,41,19812,73,5,464.0,92.58600694444445,13.284944891705425
2381,6114c9851e56457d844003b76de0d06e,a5f0c4b3c7e44bbc874350d2fd8de764,1530365591,600,1957,male,right,87,70333,4,45,93.0,86.84737268518518,30.052722601765307
2382,7cbba44be0e14e4c9d395f2f5664f8bd,85fe9dce3acf47818a96767bebe08080,1525166673,306,1970,male,right,80,37095,11,3,141.0,144.72700231481483,16.582945556900597
2383,b4b59c9d40df4d8f94673bbaeae76d96,e92948c8a5bc417e9f66f75bc0e0cf9a,1517499829,1800,1982,male,right,51,72541,167,23,1210.0,169.03255787037037,9.051510663249527
2384,0dbadd7fcc30418a9d985478b406e31e,77ca47fcc6d5471597a279b7d58c3745,1488819403,1200,1970,male,right,44,37200,4,105,147.0,45.11701388888889,29.257255439174372
2385,98cfd06f2ee34ddb9d9f16ff86a6ac4c,e87eaedce30b47a686ed05f1c4971df9,1517349232,900,1972,male,right,67,36412,112,14,675.0,200.14247685185185,10.042845634851561
2387,6a86ad8c87cd498aad359f9c01e4704f,9f52ddbd31804e86bbf66c22aff2d0c6,1535439117,1140,1967,female,right,46,45480,142,7,899.0,39.343530092592594,35.07565276304018
2388,674f753444734faf894b5b9944fec854,4f585fd435284cadba0a12e7624e5a1b,1531948357,1500,1967,male,ambidextrous,37,39853,292,0,1483.0,52.00265046296296,21.345065878720128
2389,a4e657d88e6845b580f791062d5e35c7,eadada00469d4e93badf52a6ad8eba52,1529539020,600,1960,male,mostly_left,58,47092,13,32,184.0,56.93314814814815,30.562160298465713
2390,bacc8fa63fb4481698420eb5792ebe34,551b0cbf13ba41578b08d6f48ed79b67,1534505544,600,1976,male,right,44,23148,59,5,417.0,43.023773148148145,30.680712160105287
2391,570f3d64d54b488d80fb278ae7b77f7a,0674270ef5734217baa6fceb14b66a64,1522062222,900,1968,female,right,89,60730,0,58,17.0,272.69877314814806,9.791023146809238
2392,e9cd0302b62d4e459fa8965d0fb35b78,80fa7e49337a4e5c9902d9bd6eb29f80,1503868386,720,1978,female,right,54,37952,41,19,400.0,142.07972222222222,11.402049318946524
2393,13812654539f451fb090970acb6cf28f,70bea0f5e0b046f49e3257ea2354e480,1486061562,420,1972,male,right,99,34888,23,6,249.0,74.83695601851852,39.686274776663396
2394,cd122d8a7d084bf58e82a95561e7a692,2f3503213a344557b5f2329b950b27d4,1516871753,900,1947,female,right,96,73103,22,64,205.0,153.62122685185184,18.747409189599786
2395,7dd84211915443ca9b5052709c0f986c,5df0325248ba4572a8d976700a9c0479,1516604313,600,1983,female,right,52,21339,0,50,15.0,82.0506712962963,19.012641522049524
2396,0dbadd7fcc30418a9d985478b406e31e,16fa3c9d0e374f14b3a970b38a5e009b,1489239115,1200,1970,male,right,44,37200,21,29,333.0,45.11701388888889,29.257255439174372
2397,b2852ddd72674ca5a805e0f5826bcc3e,e066be5901fa4746a4de4157dfac496b,1510526168,600,1981,male,right,49,22561,87,5,511.0,133.0910300925926,11.045071925413065
2398,b8485e425eac4667bfd26e23445335af,b2fdecb0cf9048b9a3292d78760c0424,1515484149,720,1990,male,right,83,49485,30,7,395.0,308.6473148148148,8.06746043293451
2399,115b6a6ac1eb44e18a8f5f91fb6c4f9d,e5e261d5b1494d2295b7e106d82c7fff,1524119500,1039,1966,male,right,90,65205,0,83,76.0,108.20263888888887,24.953180696198874
2400,6114c9851e56457d844003b76de0d06e,702b9de62f8d437a884ec059eb5b7610,1532185460,900,1957,male,right,87,70333,16,40,310.0,86.84737268518518,30.052722601765307
2403,feafc21a77f1419eb668f52b3ee91751,7e23c175f3904fb5bef64592c0a18f78,1504465333,420,1995,male,right,74,30826,14,8,187.0,168.03975694444443,13.211159313530507
2404,a33acb6f1a6c491dabea948e58680a5f,3c4c78a47ce143018ab75705fce4424e,1524776844,600,1950,female,right,65,20538,75,0,482.0,98.69466435185187,19.75790700344391
2405,fdfac48027aa49b294d66acfa9986f30,7433960656f94ad886737b14b549b924,1521493308,900,1959,male,right,59,38926,28,12,340.0,173.69659722222218,10.190182354208787
2406,7321234c13b5499aa0133dd307c8dedc,35c29eb106c54cf3a385260431e711c4,1527773269,420,1982,male,right,56,23159,25,3,238.0,134.79769675925925,12.463120961186608
2407,bef8e99c1158441ba0e77d1f271575d0,dd3b8a6eee964b18a4a14bd9397dfe73,1516689956,1200,1972,female,right,48,47340,172,0,1068.0,71.95545138888889,20.012382275491635
2408,1b7535826cd14d5180ddbb69e6163175,c531ce9f18be4fd69595deea6063b8f8,1520179515,600,1985,female,right,51,51344,21,0,295.0,81.43472222222222,18.7880545085532
2409,c07f204b051548b195a0499c4a09544b,afe66576a05c45feb57f9ed9fd5e941e,1515565937,900,1970,female,right,55,40919,52,28,462.0,167.22160879629632,9.867145830476817
2410,30f530d7ed984f2e989f9351eb0da69f,09df57d7d1974ce7b15d1886bc541e7f,1535201456,900,1953,male,right,87,47467,59,9,503.0,128.91523148148147,20.245862106487575
2411,e9cd0302b62d4e459fa8965d0fb35b78,d5da77d102e54f998e28f3ef11f7b458,1505255471,749,1978,female,right,54,37952,42,4,396.0,142.07972222222222,11.402049318946524
2412,540f39b0082b427ea547cd860c29a5c8,be5c2e923d4447f18070f36f01275930,1484171796,394,1990,female,right,64,25750,35,0,278.0,53.95092592592592,35.587897094410216
2413,b6f09286318948f4a9a79220de8eb98f,fb8a479577ca46fdaafeb437a519c1b5,1501188629,720,1953,female,right,52,26421,0,60,42.0,63.180127314814825,24.69130826892466
2414,23e08061460e4568be9acd26ce552db3,ba6ab58c97514b29a22a2db921e325d4,1507647042,866,1974,female,right,58,45050,43,18,446.0,149.44395833333334,11.643160549314056
2415,7eee4c01bd6c41599cb76ec7e6c17fc8,187f7c3ed77d4cd1bbdcd15858546443,1525756529,1200,1962,male,right,49,48755,17,55,283.0,46.3834375,31.69234707970921
2416,ea0322ead0e943baae534b99ef65a9f9,e72b33f6a7174c73b5d648a8e7e04626,1530305100,600,1981,male,right,35,21120,75,0,478.0,79.99237268518519,13.12625147565429
2417,143f632784f144e18c96a707ea5ddecc,4a038fba38744bb9967f1715b5773bb4,1533707905,600,1959,female,right,57,33523,24,6,271.0,88.38123842592594,19.347997725028318
2418,33447f5f82e948988514bec1cccb2423,0e2ae378e7bf47698c25c34e733ace4a,1516612073,720,1988,male,right,50,24420,27,13,334.0,95.64934027777778,15.682282759544506
2420,6d5235acfed74514a49571df59589b48,3c5b15ca10d74822ae1b2470a67f08de,1484988630,854,1992,male,right,96,37567,1,82,45.0,284.14537037037036,10.135656957021867
2421,2d9651eecb6049be9ce6d14130085a2b,a09e81dea69349e493e6a105530ad17c,1516494089,600,1943,male,right,64,24900,30,2,344.0,107.18013888888888,17.91376667267075
2422,feafc21a77f1419eb668f52b3ee91751,bc7ec70b2c1b45aaa5e36ca94b20e0cd,1504387685,600,1995,male,right,74,30826,3,10,160.0,168.03975694444443,13.211159313530507
2423,8d30b4aa015741df848b46219f6a3a48,ab3353579f944abaad8e0422be4ae25b,1535928372,1200,1954,female,right,64,47351,123,6,855.0,78.92810185185185,24.32593657964615
2424,a0b1dcf737ee4ae3b464dba1dbef6c4e,89a2369eb09d49c58f10efb49402c1a4,1536088894,900,1955,female,right,91,77249,6,44,102.0,187.01467592592599,14.597784834176956
2425,b2852ddd72674ca5a805e0f5826bcc3e,d6c8db134abc4b2eb644ec90f9f50f80,1519831816,343,1981,male,right,49,22561,59,1,315.0,133.0910300925926,11.045071925413065
2426,58efe131584342d7b6dc6c6408b88101,4a03e8c05c2e4f72b8270f591246137f,1534674891,900,1999,male,mostly_right,69,39300,165,0,860.0,69.93108796296296,29.600569078752464
2427,df4e96c7c1334b73874662d9c22c1ca4,0da1901e5936415d9c4175cbe6eb8a0a,1523995337,1200,1951,female,right,59,42474,181,5,1042.0,203.11394675925925,8.71432035190519
2428,a087d4cc8c584404a7137cd16de94831,3e7cf637472c4efba6b3b583241c3783,1530689603,900,1974,female,left,44,33801,18,5,341.0,77.03179398148148,17.135781626964697
2429,13812654539f451fb090970acb6cf28f,a326bc91a5504690873f8997ce7ef390,1487115527,420,1972,male,right,99,34888,14,3,196.0,74.83695601851852,39.686274776663396
2430,997240b61b324ffa9bbd6034dcc75cac,3cbd3d76d977496eba3aa9921ac6df6a,1529133561,1800,1972,male,right,88,100927,173,4,1201.0,67.12181712962963,39.33147392153397
2431,b84b5f9206da4cf28dd0e7f828471369,5cc8be2dc78b4d199ce98e0b05c0b4e4,1530142078,420,1976,male,left,62,26199,33,3,271.0,87.56668981481482,21.240953654106487
2432,f42f3d00938246ccb564e129eb3a9f53,03e6b80f9f43492ca0a02bb78669d2c0,1501653149,1200,1954,male,right,50,49200,117,3,870.0,113.72649305555555,13.189538863800607
